COD. DEP.,DEPARTAMENTO,COD. MUN.,MUNICIPIO,GRUPO DE CULTIVO,SUBGRUPO DE CULTIVO,CULTIVO,ANO,PERIODO,AREA SEMBRADA (ha),AREA COSECHADA (Ha),PRODUCCION (t),RENDIMIENTO (t/ha),DESEMPENO (Ha cos/Ha sem),ESTADO DEL CUTIVO,CICLO DE CULTIVO
76,VALLE DEL CAUCA,76233,DAGUA,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,150.0,135.0,108,0.8,0.9,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76869,VIJES,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,110.0,100.0,70,0.7,0.90,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76606,RESTREPO,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,85.0,60.0,43,0.73,0.70,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76318,GUACARI,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,80.0,70.0,140,2.0,0.87,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,761,BOLIVAR,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,60.0,55.0,44,0.8,0.91,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7641,ANSERMANUEVO,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,57.0,28.0,38,1.36,0.49,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76377,LA CUMBRE,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,57.0,56.0,57,1.3,0.98,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76122,CAICEDONIA,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,52.0,46.0,13,0.3,0.88,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76126,CALIMA EL DARIEN,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,40.0,40.0,13,0.34,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7667,SAN PEDRO,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,36.0,36.0,27,0.75,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76113,BUGALAGRANDE,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,34.0,31.0,27,0.9,0.91,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,761,CALI,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,25.0,9.0,18,2.0,0.36,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76863,VERSALLES,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,23.0,18.0,13,0.73,0.78,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7636,ANDALUCIA,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,22.0,22.0,61,2.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76246,EL CAIRO,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,20.0,10.0,7,0.7,0.5,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76622,ROLDANILLO,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,20.0,20.0,14,0.7,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76563,PRADERA,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,18.0,7.0,5,0.8,0.38,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76834,TULUA,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,18.0,8.0,6,0.8,0.44,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7654,ARGELIA,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,15.0,15.0,30,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76248,EL CERRITO,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,15.0,15.0,19,1.3,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,764,LA UNION,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,15.0,7.0,3,0.57,0.46,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76497,OBANDO,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,15.0,15.0,10,0.67,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76736,SEVILLA,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,15.0,15.0,8,0.57,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,762,ALCALA,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,14.0,11.0,4,0.4,0.78,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7625,EL DOVIO,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,12.0,12.0,4,0.4,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7652,PALMIRA,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,12.0,12.0,12,1.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76243,EL AGUILA,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,11.0,5.0,4,0.8,0.45,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7689,YOTOCO,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,11.0,5.0,4,0.8,0.45,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76275,FLORIDA,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,10.0,7.0,5,0.8,0.7,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76306,GINEBRA,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,10.0,10.0,10,1.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76364,JAMUNDI,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,3.0,3.0,3,1.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76616,RIOFRIO,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,3.0,3.0,2,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76892,YUMBO,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,3.0,3.0,6,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76147,CARTAGO,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,2.0,2.0,2,1.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76823,TORO,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,2.0,2.0,1,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76403,LA VICTORIA,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,1.0,1.0,1,1.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76845,ULLOA,LEGUMINOSAS,FRIJOL,FRIJOL,2008,2008B,1.0,1.0,0,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76233,DAGUA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,140.0,140.0,112,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76122,CAICEDONIA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,113.0,108.0,32,0.3,0.95,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76111,BUGA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,100.0,90.0,45,0.5,0.9,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76606,RESTREPO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,99.0,90.0,63,0.71,0.90,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76246,EL CAIRO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,99.0,99.0,119,1.21,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76869,VIJES,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,85.0,85.0,76,0.9,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,761,BOLIVAR,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,60.0,57.0,45,0.8,0.95,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76377,LA CUMBRE,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,57.0,56.0,58,1.4,0.98,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7641,ANSERMANUEVO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,43.0,43.0,110,2.56,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76126,CALIMA EL DARIEN,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,41.0,41.0,13,0.34,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7654,ARGELIA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,40.0,40.0,106,2.65,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76113,BUGALAGRANDE,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,40.0,39.0,39,1.0,0.97,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7667,SAN PEDRO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,36.0,36.0,27,0.75,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76318,GUACARI,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,31.0,31.0,62,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76828,TRUJILLO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,28.0,28.0,22,0.82,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76863,VERSALLES,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,25.0,25.0,23,0.92,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7689,YOTOCO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,25.0,25.0,27,1.1,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76622,ROLDANILLO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,23.0,23.0,16,0.7,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76834,TULUA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,18.0,18.0,21,1.2,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76736,SEVILLA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,16.0,16.0,8,0.53,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76306,GINEBRA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,15.0,15.0,15,1.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76497,OBANDO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,14.0,14.0,10,0.75,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7625,EL DOVIO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,12.0,12.0,4,0.4,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,762,ALCALA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,10.0,10.0,5,0.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76248,EL CERRITO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,10.0,10.0,13,1.3,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76275,FLORIDA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,10.0,10.0,8,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7652,PALMIRA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,10.0,10.0,8,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76243,EL AGUILA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,9.0,9.0,7,0.88,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76147,CARTAGO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,7.0,7.0,4,0.7,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76616,RIOFRIO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,6.0,6.0,4,0.83,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76563,PRADERA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,5.0,5.0,4,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76845,ULLOA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,5.0,5.0,4,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76823,TORO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,4.0,4.0,3,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76364,JAMUNDI,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,3.0,3.0,4,1.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76892,YUMBO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,3.0,2.0,3,1.5,0.66,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76403,LA VICTORIA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009A,2.0,2.0,2,1.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76122,CAICEDONIA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,158.0,158.0,47,0.3,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76233,DAGUA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,140.0,140.0,114,0.82,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76111,BUGA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,101.0,101.0,60,0.6,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76246,EL CAIRO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,99.0,99.0,119,1.21,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7652,PALMIRA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,96.0,96.0,76,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76606,RESTREPO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,92.0,85.0,62,0.73,0.92,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76377,LA CUMBRE,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,70.0,70.0,72,1.3,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,761,BOLIVAR,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,56.0,51.0,38,0.76,0.91,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7641,ANSERMANUEVO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,42.0,42.0,91,2.17,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76113,BUGALAGRANDE,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,40.0,39.0,39,1.0,0.97,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7689,YOTOCO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,39.0,38.0,41,1.1,0.97,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7667,SAN PEDRO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,35.0,35.0,19,0.57,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76318,GUACARI,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,30.0,30.0,60,2.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76126,CALIMA EL DARIEN,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,28.0,28.0,9,0.34,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76863,VERSALLES,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,27.0,27.0,19,0.74,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,761,CALI,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,26.0,20.0,16,0.82,0.76,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76616,RIOFRIO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,20.0,20.0,17,0.85,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76622,ROLDANILLO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,20.0,20.0,14,0.7,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76834,TULUA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,20.0,20.0,24,1.2,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76736,SEVILLA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,18.0,18.0,9,0.53,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76306,GINEBRA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,15.0,15.0,16,1.1,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76497,OBANDO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,14.0,14.0,10,0.75,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76248,EL CERRITO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,12.0,12.0,15,1.3,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76243,EL AGUILA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,11.0,11.0,8,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7625,EL DOVIO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,11.0,11.0,4,0.4,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,762,ALCALA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,10.0,10.0,5,0.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76403,LA VICTORIA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,10.0,10.0,10,1.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76869,VIJES,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,10.0,10.0,8,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76275,FLORIDA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,9.0,8.0,6,0.75,0.88,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76147,CARTAGO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,7.0,7.0,4,0.7,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76563,PRADERA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,7.0,5.0,4,0.8,0.71,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76823,TORO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,4.0,4.0,3,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7654,ARGELIA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,3.0,3.0,5,1.9,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76892,YUMBO,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,2.0,1.0,1,1.0,0.5,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76364,JAMUNDI,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,2.0,2.0,3,1.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76845,ULLOA,LEGUMINOSAS,FRIJOL,FRIJOL,2009,2009B,1.0,1.0,0,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76233,DAGUA,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,142.0,142.0,113,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76122,CAICEDONIA,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,120.0,117.0,46,0.4,0.97,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76246,EL CAIRO,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,114.0,114.0,137,1.21,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7641,ANSERMANUEVO,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,107.0,107.0,129,1.21,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76111,BUGA,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,100.0,100.0,80,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76606,RESTREPO,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,97.0,88.0,63,0.72,0.90,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76275,FLORIDA,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,85.0,85.0,127,1.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76377,LA CUMBRE,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,75.0,55.0,56,1.2,0.73,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,761,BOLIVAR,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,62.0,60.0,48,0.8,0.96,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76126,CALIMA EL DARIEN,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,56.0,54.0,22,0.41,0.96,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7654,ARGELIA,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,50.0,48.0,84,1.77,0.96,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76113,BUGALAGRANDE,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,42.0,39.0,35,0.9,0.92,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76318,GUACARI,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,35.0,34.0,68,2.0,0.97,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7667,SAN PEDRO,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,35.0,35.0,26,0.75,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7689,YOTOCO,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,33.0,31.0,31,1.0,0.93,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76736,SEVILLA,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,30.0,20.0,40,2.0,0.66,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76834,TULUA,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,30.0,30.0,36,1.2,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76622,ROLDANILLO,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,28.0,28.0,19,0.7,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76616,RIOFRIO,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,20.0,18.0,16,0.89,0.9,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7625,EL DOVIO,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,18.0,18.0,7,0.4,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76828,TRUJILLO,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,18.0,18.0,18,1.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,761,CALI,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,15.0,15.0,15,1.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76306,GINEBRA,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,15.0,15.0,15,1.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76863,VERSALLES,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,15.0,15.0,12,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76869,VIJES,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,15.0,15.0,13,0.9,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,7652,PALMIRA,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,12.0,12.0,9,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,762,ALCALA,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,11.0,9.0,9,1.0,0.81,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76248,EL CERRITO,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,10.0,10.0,13,1.3,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76497,OBANDO,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,10.0,10.0,7,0.76,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76243,EL AGUILA,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,9.0,9.0,7,0.78,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76403,LA VICTORIA,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,8.0,8.0,8,1.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76563,PRADERA,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,8.0,7.0,6,0.86,0.87,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76823,TORO,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,4.0,4.0,3,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76892,YUMBO,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,3.0,2.0,3,1.5,0.66,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76364,JAMUNDI,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,3.0,3.0,3,1.5,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76147,CARTAGO,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,2.0,2.0,1,0.7,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76845,ULLOA,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010A,2.0,1.0,0,0.2,0.5,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76111,BUGA,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010B,180.0,180.0,180,1.0,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76233,DAGUA,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010B,145.0,145.0,116,0.8,1.0,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76122,CAICEDONIA,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010B,135.0,131.0,52,0.4,0.97,GRANO SECO,TRANSITORIO
76,VALLE DEL CAUCA,76246,EL CAIRO,LEGUMINOSAS,FRIJOL,FRIJOL,201,2010B,118.0,83.0,99,1.2,0.70,GRANO SECO,TRANSITORIO
